g1freelunch,g1absent,g1readscore,g1mathscore,g1listeningscore,g1wordscore
1,11,544,523,577,514
1,15,454,493,531,446
0,2,579,512,546,577
0,3,571,535,596,551
0,11,629,612,625,601
0,8,472,481,556,470
0,9,497,535,571,536
0,6,604,562,625,577
1,0,507,500,568,536
0,15,475,538,580,486
0,12,488,500,577,536
0,6,460,505,556,441
1,7,590,572,574,577
1,2,478,510,536,486
1,9,445,465,512,436
0,10,530,526,588,524
0,2,564,545,588,551
0,13,548,549,592,524
1,4,590,557,588,601
0,4,471,535,568,475
0,41,533,538,588,536
0,8,494,526,592,465
0,15,519,495,512,524
0,5,487,479,534,465
0,22,460,479,541,436
0,18,579,627,592,577
0,1,651,567,565,601
0,1,475,510,536,470
0,2,540,529,531,514
1,6,430,444,554,416
1,0,527,512,562,524
0,4,558,515,574,577
1,7,530,553,584,514
1,3,463,529,519,456
0,3,629,592,588,601
0,7,521,505,577,524
0,21,441,444,519,410
0,3,651,612,584,601
0,8,579,532,554,577
0,11,590,584,611,577
1,6,460,497,521,481
1,6,571,578,611,551
1,0,434,444,524,436
1,8,604,612,660,551
0,2,629,515,554,577
0,11,544,557,574,536
0,9,571,538,606,551
0,8,495,557,592,506
0,1,553,529,592,551
0,6,533,538,554,524
0,6,558,549,618,577
0,4,564,584,568,536
1,8,540,523,574,551
0,7,553,567,606,524
0,7,629,601,618,577
1,9,487,512,596,486
0,5,564,584,606,536
1,27,445,444,529,441
1,8,571,562,592,551
0,5,436,465,531,421
0,4,553,553,574,551
0,6,544,512,571,577
1,8,530,507,574,514
1,6,527,549,577,514
0,2,564,557,584,601
1,2,604,592,574,577
0,10,492,538,571,506
0,8,477,562,584,506
0,12,509,553,592,514
0,2,472,479,526,475
0,17,519,549,645,514
1,0,465,549,634,465
1,8,457,479,526,456
0,0,571,612,660,551
0,7,462,486,559,426
0,8,651,584,592,601
0,3,495,497,588,475
0,9,571,538,565,551
1,12,463,497,514,451
0,2,487,523,601,506
1,6,509,526,543,514
0,13,579,592,577,536
1,2,530,529,543,499
0,13,571,572,625,577
1,9,462,495,568,460
0,1,651,612,611,601
0,2,590,653,634,551
0,0,629,578,565,601
0,9,530,542,588,514
0,2,629,578,618,601
0,9,590,515,574,551
1,3,579,612,580,551
1,9,527,553,565,514
1,19,451,458,509,441
0,5,512,592,562,506
1,6,453,454,484,431
1,1,519,529,625,536
0,3,629,627,618,601
0,6,553,549,554,551
0,9,629,562,565,577
1,28,448,486,504,410
0,1,512,557,559,486
1,10,428,456,519,421
1,21,469,495,543,460
0,4,477,510,548,460
1,9,468,456,529,470
1,4,441,463,501,390
0,0,553,535,592,514
0,5,590,523,568,601
1,2,495,470,521,493
1,2,558,520,559,601
0,4,571,512,565,551
1,20,471,495,538,436
0,6,571,601,611,601
1,10,521,612,606,536
1,11,507,545,546,499
0,2,590,542,554,601
1,0,441,497,556,441
0,17,579,592,645,536
0,13,604,592,660,577
0,5,527,529,556,499
0,10,558,538,546,551
0,6,533,553,618,506
0,17,465,486,559,436
0,3,579,584,546,577
0,8,590,538,551,601
0,23,604,562,601,577
0,15,428,490,548,421
0,12,629,532,565,577
1,8,477,572,588,493
0,8,540,553,546,524
0,8,629,584,634,577
1,13,483,510,526,493
1,6,490,529,541,475
1,1,487,507,546,475
1,4,533,523,588,524
0,6,514,529,571,499
0,8,477,500,568,460
1,4,629,529,571,601
1,2,512,553,601,536
1,13,536,515,543,551
1,10,478,497,546,481
1,11,564,515,562,577
1,12,463,497,529,481
0,8,492,529,543,506
0,4,533,557,565,524
0,6,469,477,524,470
0,3,536,542,554,551
0,8,590,572,606,551
0,2,571,549,580,577
0,7,536,510,565,536
0,7,629,627,596,577
1,10,553,567,538,601
0,15,604,653,592,601
1,0,604,601,634,577
0,4,505,484,554,514
0,3,442,449,526,426
0,7,564,532,584,524
0,17,553,488,592,536
1,6,579,545,584,577
1,3,536,529,571,514
0,24,514,507,565,493
0,10,465,474,536,470
1,27,434,430,536,421
1,14,530,676,685,506
0,15,553,520,577,536
0,3,519,535,517,506
1,16,533,523,562,514
1,0,495,535,548,486
1,14,590,507,580,577
0,5,503,562,588,514
1,9,629,627,577,601
1,13,490,549,568,486
0,20,468,535,565,475
0,2,629,549,596,601
1,6,651,592,596,601
0,2,533,535,574,514
0,15,533,542,601,551
0,1,558,567,618,551
0,16,604,601,601,601
0,3,548,538,580,536
0,3,516,520,562,551
0,7,629,572,611,577
0,5,524,529,574,536
0,11,651,567,611,601
0,3,540,553,584,536
0,7,548,523,543,577
0,7,558,529,554,577
0,3,564,562,574,551
0,7,564,584,625,601
0,8,494,526,548,524
0,18,579,549,554,577
0,0,548,532,580,536
0,0,492,493,538,493
0,6,431,481,524,426
0,0,571,549,588,601
1,15,516,500,554,524
1,31,540,549,565,506
0,6,558,532,606,577
0,2,509,520,571,514
0,8,571,584,611,551
0,5,516,529,574,536
0,14,651,676,685,601
0,2,558,542,551,536
0,6,460,518,601,460
0,16,604,549,611,601
0,6,519,542,562,524
0,1,571,557,601,577
0,15,477,515,592,475
0,16,579,542,645,577
1,8,483,505,568,481
0,9,558,538,538,514
0,9,590,532,571,577
0,3,590,532,584,536
1,0,423,451,536,426
1,0,454,481,541,451
0,7,482,532,543,475
0,8,536,562,568,514
1,0,485,532,601,486
0,1,521,507,556,514
1,3,579,553,584,577
0,6,564,553,625,524
1,1,590,553,554,577
0,14,521,532,562,524
0,18,590,562,562,577
1,8,499,507,536,524
1,16,477,512,519,486
1,5,579,572,551,577
1,2,564,538,584,551
1,0,480,500,536,475
0,12,488,545,580,486
0,2,495,484,559,499
0,11,629,562,601,577
1,6,558,562,606,577
0,10,564,505,565,551
0,8,604,545,592,577
0,6,482,529,543,456
1,9,579,557,565,577
1,0,428,433,504,426
1,6,516,505,551,514
0,18,477,493,534,481
0,12,548,572,568,577
0,7,507,549,611,506
1,7,558,538,559,551
0,4,604,612,625,577
0,4,536,515,554,524
0,5,488,495,556,481
1,5,571,584,592,577
1,4,460,493,551,446
1,6,436,502,534,426
0,11,475,505,534,456
1,4,445,502,504,421
0,2,480,538,584,475
0,16,507,497,554,506
1,2,444,500,501,426
1,8,487,456,548,470
0,9,590,523,565,601
1,5,462,545,565,441
1,7,445,474,562,451
0,2,579,510,577,536
1,8,519,567,568,514
0,6,590,557,611,577
0,20,497,484,584,486
0,10,651,584,596,601
0,5,519,520,538,506
0,3,503,545,543,506
0,6,516,532,543,506
1,6,629,601,634,601
0,29,494,557,625,481
0,8,503,592,592,524
0,6,590,592,596,577
0,6,505,484,529,493
0,16,590,584,660,601
0,12,604,676,685,551
0,5,536,562,588,524
0,5,536,532,606,536
1,19,447,468,519,446
0,1,540,542,551,577
0,4,604,562,577,577
0,13,505,510,554,514
0,10,553,545,574,601
0,6,651,545,606,601
0,8,497,545,565,486
1,8,533,526,588,506
1,9,651,627,625,601
0,13,544,584,596,551
0,9,540,535,559,524
0,7,651,627,562,601
0,17,514,538,531,514
0,4,494,542,592,475
0,6,521,532,577,536
0,8,590,584,584,551
0,2,590,553,565,551
0,4,548,572,601,536
0,0,651,592,611,601
0,1,571,542,534,536
0,0,604,545,562,577
0,8,468,505,565,470
0,3,558,562,548,536
0,6,469,512,618,465
0,8,468,502,571,456
0,4,544,545,611,536
0,6,442,493,538,426
1,18,558,562,577,536
1,13,571,562,618,577
1,21,533,553,562,524
0,10,604,592,596,577
1,26,590,545,571,577
1,20,457,472,541,451
1,2,472,470,526,465
0,9,485,495,536,486
0,1,533,542,551,536
0,2,527,535,546,514
0,13,457,502,546,446
1,13,441,488,568,404
0,6,571,515,556,601
0,1,604,584,645,601
1,6,512,507,562,499
1,13,505,481,524,506
0,12,579,538,568,551
1,2,487,515,538,506
1,18,533,532,554,524
1,4,459,472,536,436
0,2,564,627,611,536
0,9,536,562,584,551
0,8,579,601,685,577
1,0,548,490,543,601
0,2,558,486,526,577
0,0,629,567,584,601
1,13,530,490,556,524
0,9,482,518,551,493
0,2,548,493,559,601
1,1,521,526,577,514
1,13,527,495,554,506
1,9,469,507,534,470
1,8,564,584,596,577
0,0,519,529,556,499
1,1,527,532,574,577
1,6,604,526,556,601
0,0,492,520,571,470
0,18,488,484,538,493
1,9,478,512,524,481
0,5,530,520,556,536
1,2,519,542,543,577
1,8,456,507,592,446
1,9,462,510,565,456
1,34,468,512,551,436
1,8,507,549,580,551
0,11,530,515,568,536
1,28,475,493,529,456
0,10,590,567,580,601
0,2,444,515,531,404
1,8,490,468,536,514
1,11,533,549,543,577
0,20,604,567,685,577
0,2,474,502,562,460
0,7,533,518,606,524
0,8,590,549,571,577
0,4,604,584,634,601
0,1,530,486,551,524
0,3,530,584,574,514
0,8,450,510,538,475
0,0,527,520,554,524
1,4,485,512,574,470
0,4,474,497,551,486
0,11,590,542,660,577
0,7,497,584,601,506
1,4,590,553,588,577
0,7,519,518,574,514
0,10,604,612,611,601
1,10,558,535,546,551
1,1,494,567,588,470
0,0,604,592,618,601
1,6,521,523,543,524
0,0,536,535,574,551
0,5,516,557,588,524
0,6,651,592,543,601
0,8,483,500,565,470
1,1,651,612,596,601
1,13,480,486,551,499
1,4,564,488,571,601
1,0,544,493,556,577
1,2,451,479,541,431
0,2,505,520,611,499
0,13,519,545,577,536
0,8,540,545,571,524
0,6,651,653,685,601
0,6,527,549,584,536
0,8,487,500,565,486
0,10,501,502,574,506
0,6,558,562,546,577
0,4,533,526,592,551
0,17,564,535,562,536
0,17,507,484,548,536
0,15,485,502,554,465
0,4,651,538,592,601
0,5,477,505,556,499
0,12,590,567,611,577
1,6,501,488,562,514
0,2,651,592,584,601
0,5,527,523,538,524
0,2,558,549,546,524
0,6,466,578,611,481
0,2,478,486,529,481
1,5,501,526,541,524
0,15,629,535,574,601
0,0,503,562,611,524
0,3,651,532,584,601
0,11,462,497,509,436
0,2,447,458,529,431
0,19,651,601,588,601
1,7,430,433,506,426
0,6,558,535,618,536
1,10,457,507,543,441
0,10,558,562,562,551
1,15,507,518,548,499
0,13,524,549,543,506
1,11,480,538,543,481
1,3,553,549,562,601
0,9,524,535,618,493
0,8,571,515,580,577
0,13,509,507,536,551
0,3,533,497,538,524
0,6,544,535,611,524
0,1,536,512,568,536
1,15,462,520,551,451
0,20,540,532,571,514
0,15,490,538,543,514
0,10,459,477,538,446
0,7,651,557,584,601
0,10,544,612,611,551
0,1,482,523,577,451
0,16,530,578,625,601
0,34,459,495,592,460
0,6,527,557,568,536
1,21,503,502,548,493
1,6,451,433,526,421
0,5,629,526,584,601
1,2,451,461,551,441
0,0,485,493,554,486
0,4,604,578,588,601
0,4,475,515,571,465
0,4,495,497,509,506
0,6,482,529,580,481
1,11,516,532,565,514
0,5,558,557,571,551
1,6,553,572,588,551
1,3,447,488,538,404
0,2,536,535,546,551
0,1,579,529,568,577
0,8,471,493,517,470
0,9,571,523,568,524
1,1,571,578,584,601
1,2,482,553,565,475
1,6,651,572,565,601
0,14,604,627,584,551
0,4,540,518,574,536
0,2,651,592,611,601
0,0,474,484,531,470
0,6,571,578,618,536
1,8,519,532,546,493
1,0,444,486,568,431
1,5,507,529,559,506
1,6,519,526,536,524
0,1,505,578,574,514
1,6,509,512,531,499
0,0,475,545,577,481
1,2,466,495,546,456
0,17,521,507,562,499
0,10,483,505,543,524
1,16,434,468,531,431
0,8,477,532,571,460
0,0,519,532,562,514
0,13,553,584,588,536
1,55,426,441,506,421
0,13,495,488,531,481
1,7,474,481,536,451
1,7,590,562,577,577
1,9,482,477,526,475
1,11,544,557,601,499
1,3,448,520,529,431
0,15,604,532,584,577
1,2,472,477,538,481
0,9,564,545,554,577
0,7,553,562,580,551
1,6,536,515,568,514
0,6,629,612,588,601
0,3,544,578,611,536
1,5,469,500,562,460
0,1,579,653,618,551
1,5,651,584,577,601
1,9,579,553,574,551
1,9,487,523,568,486
1,21,448,468,548,441
0,23,468,510,596,465
1,1,471,532,562,456
0,12,519,572,596,493
0,4,487,523,554,465
0,4,492,505,559,514
0,9,548,545,588,536
0,0,466,567,565,470
0,0,571,627,596,524
0,1,571,545,596,536
0,4,651,549,580,601
0,3,558,545,548,551
1,5,475,493,529,470
0,13,485,479,548,446
0,2,604,584,611,577
0,15,548,532,538,536
0,11,477,545,588,486
1,5,492,529,529,499
0,0,472,477,538,460
0,1,505,584,584,481
0,15,439,470,543,421
0,8,629,545,618,601
0,19,463,481,538,441
0,5,492,523,526,506
0,4,629,592,584,601
0,3,604,601,596,601
0,8,524,535,601,514
1,1,478,490,538,470
1,2,533,562,571,524
1,13,579,526,568,551
0,7,629,557,574,577
1,8,441,477,496,416
1,6,482,493,534,465
0,7,536,627,601,514
1,0,480,562,634,486
1,15,604,502,548,601
0,0,604,523,551,601
0,14,501,542,551,514
0,11,651,612,606,601
0,1,651,653,645,601
1,6,494,535,554,514
1,21,499,461,538,499
1,10,494,456,538,486
0,5,466,472,531,465
0,0,571,601,618,551
1,3,544,532,534,514
1,7,530,545,588,524
0,12,477,518,526,460
1,0,462,493,554,470
1,4,536,542,554,536
1,1,497,493,531,514
0,3,553,490,562,536
1,3,441,446,512,431
1,5,519,535,588,506
0,2,512,549,592,493
0,19,492,474,574,493
1,3,540,477,521,551
1,1,571,526,592,577
1,3,629,584,596,601
1,0,460,502,524,451
1,16,459,456,534,436
0,7,590,627,618,577
1,19,447,520,534,431
0,0,497,518,534,514
1,8,521,500,519,524
1,4,471,518,548,481
1,6,433,454,536,426
1,2,533,529,580,506
0,3,505,535,548,506
1,1,490,493,562,499
1,9,457,472,559,436
0,9,507,562,606,536
1,17,423,474,541,397
1,7,521,500,554,536
0,1,629,653,601,601
0,4,571,627,611,551
0,0,524,553,577,536
0,11,629,584,584,577
0,5,558,567,611,551
1,4,533,557,574,536
0,4,527,512,524,536
0,3,505,553,559,499
0,6,558,557,568,551
0,8,524,545,536,551
0,24,540,549,541,514
0,4,487,486,538,486
0,2,533,538,588,524
1,5,487,507,543,481
1,16,579,549,571,601
0,2,530,526,559,536
1,11,439,449,543,416
0,13,524,532,565,524
0,7,590,529,571,551
0,11,651,549,625,601
0,8,477,520,556,486
0,28,553,505,541,524
1,12,524,493,529,536
0,0,448,474,536,451
0,6,495,535,514,493
0,0,505,520,548,486
0,10,512,520,618,499
0,11,629,601,606,601
0,4,487,488,580,486
0,8,462,484,565,446
0,7,527,526,536,551
0,3,536,495,548,577
0,11,544,545,601,524
0,0,544,553,592,577
0,7,540,538,611,524
1,13,460,502,531,446
0,4,488,510,565,506
0,21,499,518,554,499
0,6,604,572,571,577
1,4,475,505,554,493
1,4,474,535,580,493
0,6,564,523,548,536
0,12,463,538,601,441
0,19,465,474,536,446
0,2,519,553,577,514
0,12,512,502,543,551
0,53,604,515,580,601
0,31,512,497,562,524
0,0,441,500,562,416
1,0,530,523,580,577
1,5,447,474,501,451
1,12,564,518,559,551
1,3,512,538,588,524
1,7,503,542,625,499
1,3,450,512,568,451
1,14,460,495,543,493
0,0,533,562,596,486
1,3,494,505,571,506
1,1,436,456,524,470
1,3,516,512,536,493
1,1,471,479,526,460
1,11,530,502,534,551
1,3,471,529,546,436
1,9,462,479,551,421
1,10,462,463,517,475
0,7,548,601,601,601
0,9,487,526,574,481
0,2,488,529,562,486
1,2,480,500,529,470
0,7,472,486,562,451
0,10,519,495,554,524
0,0,503,507,562,499
0,0,590,578,551,601
0,1,478,512,554,456
1,11,604,612,588,577
1,6,439,454,529,456
1,4,460,463,519,441
1,6,469,477,514,465
0,7,558,538,577,524
0,4,553,545,534,577
0,4,512,526,548,475
1,1,475,497,546,470
0,1,540,502,577,524
0,11,604,553,588,577
0,7,651,567,660,601
1,1,558,627,618,536
1,18,544,529,568,601
1,1,499,500,541,506
1,5,604,553,588,577
0,5,483,488,538,486
1,10,495,532,574,524
0,0,536,538,601,601
1,11,519,578,548,506
1,0,527,545,559,601
1,3,499,549,580,481
0,13,519,523,559,524
1,12,536,535,548,524
1,6,488,515,562,499
1,1,447,490,529,441
0,9,503,512,551,524
1,13,439,456,509,441
1,6,503,535,551,493
1,0,499,529,536,470
1,10,447,470,521,416
1,11,497,505,519,524
1,15,485,470,546,486
1,5,501,557,559,493
1,18,450,436,484,441
1,4,604,523,548,577
0,6,590,557,556,601
1,3,488,481,538,514
1,2,485,488,548,475
1,10,488,529,536,524
0,6,509,526,543,524
1,6,495,535,565,506
1,3,463,451,512,465
0,2,499,518,568,499
1,8,463,523,562,441
0,1,490,529,531,499
1,3,447,463,517,421
1,15,436,488,504,404
1,10,454,479,543,431
1,6,579,542,551,551
1,9,519,526,551,493
1,0,509,505,551,514
0,3,460,493,554,470
1,16,514,488,580,506
0,2,495,512,543,514
1,5,540,523,538,601
1,8,499,481,543,470
0,5,487,488,531,470
1,1,503,529,556,499
0,2,516,526,606,514
1,4,503,535,538,493
1,1,480,507,577,493
1,7,447,497,538,451
0,5,544,592,625,514
1,3,480,472,519,486
1,1,536,515,543,536
1,10,494,474,554,481
0,1,447,512,519,451
0,15,516,520,559,514
0,6,524,515,611,536
1,8,536,549,543,551
1,5,442,436,514,441
1,11,465,542,529,475
0,0,629,553,568,601
1,38,442,470,584,410
1,12,463,502,546,446
0,7,480,474,529,481
0,1,553,562,584,577
1,5,480,507,548,493
1,11,544,545,541,551
0,5,604,676,645,577
0,0,494,520,596,524
0,12,488,523,577,481
1,9,439,468,526,404
1,2,468,538,559,446
1,13,430,456,521,451
0,3,651,612,606,601
0,4,530,526,531,524
0,11,477,526,592,499
1,4,451,468,529,421
0,0,558,627,618,551
1,9,485,481,526,481
1,4,499,520,548,486
1,11,450,474,517,441
1,16,488,520,565,465
1,0,533,526,568,577
1,4,421,449,519,397
1,0,487,493,565,493
1,1,487,477,543,470
0,2,564,627,601,577
1,7,519,507,565,514
1,1,431,510,554,416
1,5,478,474,506,475
1,1,472,507,548,481
1,1,516,512,546,551
1,3,501,500,543,499
1,3,471,542,534,421
1,3,492,515,551,475
0,4,524,532,588,524
1,6,465,470,534,460
0,6,519,520,559,536
1,2,425,404,504,416
0,11,509,562,584,506
1,4,519,535,543,506
0,0,527,567,577,536
1,6,439,444,498,446
1,2,604,592,574,601
1,6,492,510,565,506
1,12,483,538,556,486
1,6,509,497,568,514
0,4,579,572,580,524
0,15,629,578,551,601
0,4,629,601,580,601
0,10,524,526,574,514
1,1,521,584,584,493
1,4,451,454,517,441
0,10,530,549,592,514
1,10,474,484,531,486
1,10,453,479,536,441
0,7,521,557,568,506
1,7,507,529,554,506
1,6,453,493,562,436
1,7,527,515,565,536
1,21,524,578,571,514
0,0,590,584,568,601
1,7,466,529,556,470
1,15,438,456,484,431
0,4,629,612,634,601
0,5,483,500,554,499
1,13,579,526,601,577
1,8,533,542,551,536
0,3,497,542,551,514
1,7,492,486,559,481
1,15,590,553,580,577
1,7,472,468,534,493
0,3,468,505,551,475
0,8,524,567,611,524
0,7,590,584,625,601
0,6,564,538,588,577
0,7,553,520,559,551
1,7,469,523,554,456
0,16,590,612,596,601
1,10,482,484,536,499
1,21,468,486,574,506
1,6,505,584,592,506
0,8,629,538,611,601
1,9,521,512,606,536
0,17,579,542,588,601
1,8,579,538,584,577
1,3,571,495,562,524
0,4,629,562,611,601
1,3,444,449,519,397
0,11,579,545,574,577
0,0,533,490,538,514
1,9,448,578,596,317
1,5,460,451,541,431
1,18,490,549,556,499
1,1,448,495,559,446
1,3,536,549,551,514
0,3,468,542,543,460
1,0,548,549,592,551
1,0,450,507,538,431
0,3,521,562,592,524
0,17,604,578,580,577
1,3,512,502,538,499
1,0,553,553,592,577
0,2,428,477,526,381
0,1,507,584,596,499
0,3,497,535,568,506
1,5,505,474,531,514
1,5,604,592,634,601
1,7,519,532,571,514
0,1,558,562,571,551
1,0,416,470,512,390
0,3,558,549,580,514
1,7,516,484,543,524
0,2,503,507,526,506
1,11,451,538,562,397
1,3,447,436,496,446
0,2,487,520,551,486
1,7,462,484,541,431
1,2,431,451,534,446
1,12,456,479,521,460
1,9,629,578,559,601
1,3,501,472,574,506
0,7,503,512,574,524
0,3,450,468,524,421
1,18,480,523,580,499
0,13,629,549,568,601
0,5,536,529,543,577
0,5,450,444,501,441
1,6,524,505,565,524
1,31,444,456,543,431
0,7,544,578,606,551
1,4,483,495,554,470
0,2,558,523,577,577
0,6,527,529,577,524
0,1,536,542,556,551
1,20,474,510,529,481
0,0,571,538,551,601
1,10,450,490,538,465
1,1,503,493,554,486
1,2,507,529,546,524
1,4,499,549,571,514
1,4,579,584,574,601
1,0,516,472,526,514
0,2,540,532,565,601
1,2,519,572,562,524
1,17,483,523,559,470
0,0,505,542,588,524
0,0,488,510,529,514
0,2,629,562,606,601
0,6,651,578,660,601
1,6,451,481,536,446
0,4,651,612,625,601
0,19,590,601,708,577
1,11,497,493,501,493
0,4,509,520,559,460
0,1,548,518,562,551
0,20,553,578,606,514
1,9,475,523,565,470
0,4,548,542,606,514
1,4,423,474,517,416
0,9,436,433,521,446
1,11,501,542,536,514
1,14,519,567,625,499
1,1,488,502,538,493
1,4,501,493,512,481
1,7,431,461,534,404
0,9,553,484,543,524
1,11,447,465,514,431
1,3,571,572,577,601
1,9,457,495,541,436
0,1,579,653,618,551
0,6,540,490,536,536
0,1,540,584,584,551
1,15,497,493,565,499
0,1,499,518,588,493
0,23,604,567,565,601
0,11,629,557,596,577
1,16,501,484,556,499
1,11,474,479,536,470
1,4,471,520,546,456
1,1,447,465,517,446
1,8,503,542,519,551
0,3,540,500,580,506
1,9,475,523,574,465
0,10,629,562,611,577
1,4,462,523,538,460
1,4,487,523,548,536
0,7,579,549,577,551
1,7,448,474,541,446
1,10,475,523,562,470
1,5,483,497,543,514
0,3,469,523,571,486
0,0,604,578,625,601
0,14,571,512,543,551
1,0,483,523,546,506
1,0,444,495,524,436
1,23,438,512,524,436
1,11,488,512,546,514
0,34,474,497,543,451
1,7,533,557,543,506
0,4,519,526,568,499
0,25,604,545,584,577
1,4,564,545,543,577
0,6,540,601,611,524
1,0,558,653,606,551
1,22,465,518,529,436
0,7,536,567,660,536
1,2,466,510,571,470
0,8,501,495,538,514
0,13,482,507,551,481
0,2,604,502,606,601
1,14,516,532,574,499
0,16,457,468,521,470
1,3,558,538,571,601
0,2,519,523,596,486
0,1,516,518,529,506
1,13,478,542,562,465
1,8,544,532,538,577
0,4,466,535,556,465
1,3,509,578,554,536
0,4,629,545,551,601
0,0,465,505,541,465
1,2,425,425,501,436
1,10,475,523,524,470
0,2,430,456,514,416
1,18,503,567,568,481
0,10,469,468,568,446
0,4,553,545,559,577
0,4,475,477,565,475
0,4,466,495,546,446
1,6,453,479,541,436
1,1,590,584,596,577
1,0,564,529,580,536
1,39,540,584,543,577
1,3,553,535,568,514
1,11,533,535,536,551
1,17,548,553,588,577
0,2,521,557,596,506
0,7,524,515,580,506
1,3,488,532,554,499
1,8,503,472,538,499
0,14,494,553,568,493
1,17,629,592,580,601
0,3,516,515,526,551
1,19,477,477,524,465
1,1,469,461,519,460
0,7,472,495,584,446
1,4,509,484,534,486
0,2,571,557,596,577
0,6,488,545,565,486
0,9,472,526,580,451
0,3,571,538,574,536
1,5,524,510,524,506
1,1,451,481,543,465
1,1,445,484,546,436
1,4,472,477,509,460
1,20,423,436,531,421
1,0,536,542,588,577
1,12,536,549,565,524
1,3,439,515,543,431
0,0,499,526,554,506
1,6,487,512,534,470
1,2,457,481,526,451
1,41,507,505,538,524
1,4,548,529,543,536
1,1,512,545,592,514
1,5,434,441,509,436
1,5,553,553,601,536
1,8,490,456,529,506
1,12,471,488,584,470
1,0,503,486,548,499
1,14,433,451,509,426
1,34,564,549,596,536
0,0,590,523,568,577
1,4,590,584,592,551
1,28,466,512,538,481
1,22,533,518,559,536
1,1,514,510,571,486
1,6,544,538,554,536
0,10,516,497,541,551
0,5,438,484,534,436
0,10,540,535,592,551
1,21,507,545,625,499
0,7,480,542,568,460
0,6,590,535,580,601
0,4,512,479,541,536
1,15,485,520,546,493
0,13,533,549,601,524
1,5,494,523,538,524
0,2,604,542,568,577
0,13,604,578,592,577
0,5,527,526,559,551
1,6,454,479,546,465
0,0,564,584,618,601
0,3,579,578,584,577
1,4,540,584,580,536
1,8,536,502,596,536
1,4,519,535,574,506
1,46,448,454,531,431
1,3,456,510,512,421
1,1,478,538,556,486
0,8,579,557,584,577
1,2,478,526,534,486
1,3,521,520,529,551
1,3,480,507,559,470
1,6,505,518,577,514
1,0,579,578,577,551
1,2,465,529,584,460
1,11,487,545,559,481
1,5,450,495,534,431
0,1,558,567,588,514
1,5,468,538,543,446
1,8,527,518,574,506
0,4,629,572,606,601
1,26,468,479,524,470
0,14,553,538,592,536
0,31,604,572,592,577
0,0,571,526,574,551
0,14,558,538,618,551
1,0,460,472,538,465
0,8,441,477,524,426
0,13,553,549,588,577
1,7,492,505,543,536
0,4,571,592,606,536
0,11,521,601,580,514
0,1,536,538,584,524
0,20,604,562,606,601
0,6,536,535,565,514
1,6,471,549,577,451
1,7,485,523,584,486
0,5,544,592,580,536
1,15,453,518,554,441
1,4,540,520,519,536
1,13,571,523,536,577
0,2,516,578,574,506
1,6,468,493,541,465
0,2,604,653,625,601
1,11,477,512,546,451
1,18,471,444,534,465
0,8,516,572,568,506
0,8,524,557,625,524
1,4,514,526,592,481
0,4,629,653,611,601
0,10,590,562,592,551
0,19,505,542,548,514
0,3,482,502,524,486
1,11,521,545,554,506
1,9,579,578,577,577
0,4,548,532,551,601
1,5,527,510,534,524
1,9,480,481,529,481
1,11,477,562,634,499
1,6,571,557,584,551
0,1,553,526,588,551
1,8,453,493,536,421
0,6,564,584,584,536
0,4,553,515,556,551
0,1,553,526,588,551
1,4,527,557,568,551
1,3,454,493,574,446
1,2,487,520,531,514
0,5,530,529,618,506
1,5,474,468,538,460
1,0,463,567,556,465
1,4,540,542,611,486
1,10,512,490,529,481
1,4,507,535,592,499
1,5,544,549,580,551
1,8,457,500,534,451
0,9,629,592,625,577
1,0,451,468,536,441
1,5,509,515,574,536
1,14,472,484,546,465
1,8,478,477,541,460
1,0,503,553,580,493
1,15,456,497,536,441
1,3,434,502,519,436
0,4,441,505,531,446
1,15,536,529,577,514
0,5,474,497,565,475
1,0,466,493,543,446
0,1,530,553,596,577
1,2,471,520,577,465
0,0,497,578,568,514
1,21,514,493,524,514
0,2,488,472,556,486
1,2,629,612,592,601
0,0,540,526,571,514
1,20,604,578,588,577
1,17,466,529,551,456
1,10,497,500,531,514
1,1,505,520,584,460
1,9,474,515,538,460
0,11,524,578,601,551
1,17,524,567,584,524
1,8,472,505,568,506
1,17,454,493,551,451
0,18,445,474,556,431
0,3,530,572,592,524
1,2,492,505,546,481
0,4,629,526,588,577
1,3,533,535,559,506
0,1,514,493,551,486
1,1,629,572,577,601
0,0,530,562,571,524
1,6,436,474,543,441
1,1,505,578,565,506
0,6,527,542,601,577
1,45,487,512,529,465
1,2,474,526,548,470
0,2,501,526,559,524
1,28,438,500,551,441
1,3,466,486,538,470
1,4,456,472,541,441
1,1,460,479,538,456
1,2,505,515,534,536
1,1,509,493,529,514
1,1,492,553,562,499
1,10,453,484,529,465
1,5,438,484,514,421
1,7,501,468,526,506
1,15,579,465,543,536
1,12,453,472,521,410
1,24,480,507,517,481
0,3,564,572,574,536
1,1,454,515,565,465
1,1,497,512,536,506
1,12,558,523,562,536
1,8,483,545,559,577
1,9,483,545,568,486
0,5,516,549,562,551
1,26,536,567,618,536
1,4,524,502,521,577
1,8,488,567,548,486
1,23,441,477,546,451
1,5,512,549,611,506
0,3,564,601,611,536
1,6,514,495,543,506
0,6,579,601,596,577
0,9,558,584,580,524
1,1,459,500,531,451
1,9,472,535,504,460
1,0,410,433,504,381
1,1,492,549,571,499
0,6,488,553,606,481
0,7,651,592,601,601
0,0,604,612,634,551
1,4,512,512,580,493
1,1,447,490,531,431
0,18,629,572,606,577
